emoji,codepoint,occurrences,negative,neutral,positive,name,block,primary_emotion
🏑,0x1f3d1,1000,50,100,850,FIELD HOCKEY,Activities,Excitement
🏒,0x1f3d2,1000,50,100,850,ICE HOCKEY,Activities,Excitement
🥍,0x1f94d,1000,50,100,850,LACROSSE,Activities,Excitement
🏓,0x1f3d3,1000,50,100,850,PING PONG,Activities,Excitement
🏸,0x1f3f8,1000,50,100,850,BADMINTON,Activities,Excitement
🥊,0x1f94a,1000,20,30,950,BOXING GLOVE,Activities,Love
🥋,0x1f94b,1000,50,100,850,MARTIAL ARTS UNIFORM,Activities,Excitement
🥅,0x1f945,1000,50,100,850,GOAL NET,Activities,Excitement
⛳,0x26f3,1000,50,100,850,FLAG IN HOLE,Activities,Excitement
⛸️,0x26f8 0xfe0f,1000,50,100,850,ICE SKATE,Activities,Excitement
🎣,0x1f3a3,1000,50,100,850,FISHING POLE,Activities,Excitement
🤿,0x1f93f,1000,50,100,850,DIVING MASK,Activities,Excitement
🎽,0x1f3bd,1000,50,100,850,RUNNING SHIRT,Activities,Excitement
🎿,0x1f3bf,1000,50,100,850,SKIS,Activities,Excitement
🛷,0x1f6f7,1000,50,100,850,SLED,Activities,Excitement
🥌,0x1f94c,1000,50,100,850,CURLING STONE,Activities,Excitement
🎯,0x1f3af,1000,50,100,850,BULLSEYE,Activities,Excitement
🪀,0x1fa80,1000,50,100,850,YO-YO,Activities,Excitement
🪁,0x1fa81,1000,50,100,850,KITE,Activities,Excitement
🔫,0x1f52b,1000,50,100,850,WATER PISTOL,Activities,Excitement
🎱,0x1f3b1,1000,50,100,850,POOL 8 BALL,Activities,Excitement
🔮,0x1f52e,1000,700,200,100,CRYSTAL BALL,Activities,Sadness
🪄,0x1fa84,1000,50,100,850,MAGIC WAND,Activities,Excitement
🎮,0x1f3ae,1000,50,100,850,VIDEO GAME,Activities,Excitement
🕹️,0x1f579 0xfe0f,1000,50,50,900,JOYSTICK,Activities,Amusement
🎰,0x1f3b0,1000,50,100,850,SLOT MACHINE,Activities,Excitement
🎲,0x1f3b2,1000,50,100,850,GAME DIE,Activities,Excitement
🧩,0x1f9e9,1000,50,100,850,PUZZLE PIECE,Activities,Excitement
🧸,0x1f9f8,1000,50,100,850,TEDDY BEAR,Activities,Excitement
🪅,0x1fa85,1000,50,100,850,PIÑATA,Activities,Excitement
🪩,0x1faa9,1000,50,100,850,MIRROR BALL,Activities,Excitement
🪆,0x1fa86,1000,50,100,850,NESTING DOLLS,Activities,Excitement
♠️,0x2660 0xfe0f,1000,50,100,850,SPADE SUIT,Activities,Excitement
♥️,0x2665 0xfe0f,1000,20,30,950,HEART SUIT,Activities,Love
♦️,0x2666 0xfe0f,1000,50,100,850,DIAMOND SUIT,Activities,Excitement
♣️,0x2663 0xfe0f,1000,50,100,850,CLUB SUIT,Activities,Excitement
♟️,0x265f 0xfe0f,1000,50,100,850,CHESS PAWN,Activities,Excitement
🃏,0x1f0cf,1000,20,80,900,JOKER,Activities,Approval
🀄,0x1f004,1000,50,100,850,MAHJONG RED DRAGON,Activities,Excitement
🎴,0x1f3b4,1000,50,100,850,FLOWER PLAYING CARDS,Activities,Excitement
🎭,0x1f3ad,1000,50,100,850,PERFORMING ARTS,Activities,Excitement
🖼️,0x1f5bc 0xfe0f,1000,50,100,850,FRAMED PICTURE,Activities,Excitement
🎨,0x1f3a8,1000,50,100,850,ARTIST PALETTE,Activities,Excitement
🧵,0x1f9f5,1000,50,100,850,THREAD,Activities,Excitement
🪡,0x1faa1,1000,50,100,850,SEWING NEEDLE,Activities,Excitement
🧶,0x1f9f6,1000,50,100,850,YARN,Activities,Excitement
🪢,0x1faa2,1000,50,100,850,KNOT,Activities,Excitement
👓,0x1f453,1000,100,400,500,GLASSES,Objects,Neutral
🕶️,0x1f576 0xfe0f,1000,20,50,930,SUNGLASSES,Objects,Optimism
🥽,0x1f97d,1000,100,400,500,GOGGLES,Objects,Neutral
🥼,0x1f97c,1000,100,400,500,LAB COAT,Objects,Neutral
🦺,0x1f9ba,1000,100,400,500,SAFETY VEST,Objects,Neutral
👔,0x1f454,1000,100,400,500,NECKTIE,Objects,Neutral
👕,0x1f455,1000,100,400,500,T-SHIRT,Objects,Neutral
👖,0x1f456,1000,100,400,500,JEANS,Objects,Neutral
🧣,0x1f9e3,1000,100,400,500,SCARF,Objects,Neutral
🧤,0x1f9e4,1000,20,30,950,GLOVES,Objects,Love
🧥,0x1f9e5,1000,100,400,500,COAT,Objects,Neutral
🧦,0x1f9e6,1000,100,400,500,SOCKS,Objects,Neutral
👗,0x1f457,1000,100,400,500,DRESS,Objects,Neutral
👘,0x1f458,1000,100,400,500,KIMONO,Objects,Neutral
🥻,0x1f97b,1000,100,400,500,SARI,Objects,Neutral
🩱,0x1fa71,1000,100,400,500,ONE-PIECE SWIMSUIT,Objects,Neutral
🩲,0x1fa72,1000,100,400,500,BRIEFS,Objects,Neutral
🩳,0x1fa73,1000,100,400,500,SHORTS,Objects,Neutral
👙,0x1f459,1000,100,400,500,BIKINI,Objects,Neutral
👚,0x1f45a,1000,100,400,500,WOMAN’S CLOTHES,Objects,Neutral
🪭,0x1faad,1000,100,400,500,FOLDING HAND FAN,Objects,Neutral
👛,0x1f45b,1000,100,400,500,PURSE,Objects,Neutral
👜,0x1f45c,1000,100,400,500,HANDBAG,Objects,Neutral
👝,0x1f45d,1000,100,400,500,CLUTCH BAG,Objects,Neutral
🛍️,0x1f6cd 0xfe0f,1000,100,400,500,SHOPPING BAGS,Objects,Neutral
🎒,0x1f392,1000,100,400,500,BACKPACK,Objects,Neutral
🩴,0x1fa74,1000,100,400,500,THONG SANDAL,Objects,Neutral
👞,0x1f45e,1000,100,400,500,MAN’S SHOE,Objects,Neutral
👟,0x1f45f,1000,100,400,500,RUNNING SHOE,Objects,Neutral
🥾,0x1f97e,1000,100,400,500,HIKING BOOT,Objects,Neutral
🥿,0x1f97f,1000,100,400,500,FLAT SHOE,Objects,Neutral
👠,0x1f460,1000,100,400,500,HIGH-HEELED SHOE,Objects,Neutral
👡,0x1f461,1000,100,400,500,WOMAN’S SANDAL,Objects,Neutral
🩰,0x1fa70,1000,100,400,500,BALLET SHOES,Objects,Neutral
👢,0x1f462,1000,100,400,500,WOMAN’S BOOT,Objects,Neutral
🪮,0x1faae,1000,100,400,500,HAIR PICK,Objects,Neutral
👑,0x1f451,1000,10,40,950,CROWN,Objects,Admiration
👒,0x1f452,1000,100,400,500,WOMAN’S HAT,Objects,Neutral
🎩,0x1f3a9,1000,100,400,500,TOP HAT,Objects,Neutral
🎓,0x1f393,1000,100,400,500,GRADUATION CAP,Objects,Neutral
🧢,0x1f9e2,1000,100,400,500,BILLED CAP,Objects,Neutral
🪖,0x1fa96,1000,100,400,500,MILITARY HELMET,Objects,Neutral
⛑️,0x26d1 0xfe0f,1000,100,400,500,RESCUE WORKER’S HELMET,Objects,Neutral
📿,0x1f4ff,1000,20,80,900,PRAYER BEADS,Objects,Gratitude
💄,0x1f484,1000,100,400,500,LIPSTICK,Objects,Neutral
💍,0x1f48d,1000,100,400,500,RING,Objects,Neutral
💎,0x1f48e,1000,100,400,500,GEM STONE,Objects,Neutral
🔇,0x1f507,1000,100,400,500,MUTED SPEAKER,Objects,Neutral
🔈,0x1f508,1000,100,400,500,SPEAKER LOW VOLUME,Objects,Neutral
🔉,0x1f509,1000,100,400,500,SPEAKER MEDIUM VOLUME,Objects,Neutral
🔊,0x1f50a,1000,100,400,500,SPEAKER HIGH VOLUME,Objects,Neutral
📢,0x1f4e2,1000,100,400,500,LOUDSPEAKER,Objects,Neutral
📣,0x1f4e3,1000,100,400,500,MEGAPHONE,Objects,Neutral
📯,0x1f4ef,1000,100,400,500,POSTAL HORN,Objects,Neutral
🔔,0x1f514,1000,100,400,500,BELL,Objects,Neutral
🔕,0x1f515,1000,100,400,500,BELL WITH SLASH,Objects,Neutral
🎼,0x1f3bc,1000,100,400,500,MUSICAL SCORE,Objects,Neutral
🎵,0x1f3b5,1000,100,400,500,MUSICAL NOTE,Objects,Neutral
🎶,0x1f3b6,1000,100,400,500,MUSICAL NOTES,Objects,Neutral
🎙️,0x1f399 0xfe0f,1000,100,400,500,STUDIO MICROPHONE,Objects,Neutral
🎚️,0x1f39a 0xfe0f,1000,100,400,500,LEVEL SLIDER,Objects,Neutral
🎛️,0x1f39b 0xfe0f,1000,100,400,500,CONTROL KNOBS,Objects,Neutral
🎤,0x1f3a4,1000,100,400,500,MICROPHONE,Objects,Neutral
🎧,0x1f3a7,1000,100,400,500,HEADPHONE,Objects,Neutral
📻,0x1f4fb,1000,100,400,500,RADIO,Objects,Neutral
🎷,0x1f3b7,1000,100,400,500,SAXOPHONE,Objects,Neutral
🪗,0x1fa97,1000,100,400,500,ACCORDION,Objects,Neutral
🎸,0x1f3b8,1000,100,400,500,GUITAR,Objects,Neutral
🎹,0x1f3b9,1000,100,400,500,MUSICAL KEYBOARD,Objects,Neutral
🎺,0x1f3ba,1000,100,400,500,TRUMPET,Objects,Neutral
🎻,0x1f3bb,1000,100,400,500,VIOLIN,Objects,Neutral
🪕,0x1fa95,1000,100,400,500,BANJO,Objects,Neutral
🥁,0x1f941,1000,100,400,500,DRUM,Objects,Neutral
🪘,0x1fa98,1000,100,400,500,LONG DRUM,Objects,Neutral
🪇,0x1fa87,1000,100,400,500,MARACAS,Objects,Neutral
🪈,0x1fa88,1000,100,400,500,FLUTE,Objects,Neutral
📱,0x1f4f1,1000,100,400,500,MOBILE PHONE,Objects,Neutral
📲,0x1f4f2,1000,100,400,500,MOBILE PHONE WITH ARROW,Objects,Neutral
☎️,0x260e 0xfe0f,1000,100,400,500,TELEPHONE,Objects,Neutral
📞,0x1f4de,1000,100,400,500,TELEPHONE RECEIVER,Objects,Neutral
📟,0x1f4df,1000,100,400,500,PAGER,Objects,Neutral
📠,0x1f4e0,1000,100,400,500,FAX MACHINE,Objects,Neutral
🔋,0x1f50b,1000,100,400,500,BATTERY,Objects,Neutral
🪫,0x1faab,1000,100,400,500,LOW BATTERY,Objects,Neutral
🔌,0x1f50c,1000,100,400,500,ELECTRIC PLUG,Objects,Neutral
💻,0x1f4bb,1000,100,400,500,LAPTOP,Objects,Neutral
🖥️,0x1f5a5 0xfe0f,1000,100,400,500,DESKTOP COMPUTER,Objects,Neutral
🖨️,0x1f5a8 0xfe0f,1000,100,400,500,PRINTER,Objects,Neutral
⌨️,0x2328 0xfe0f,1000,100,400,500,KEYBOARD,Objects,Neutral
🖱️,0x1f5b1 0xfe0f,1000,100,400,500,COMPUTER MOUSE,Objects,Neutral
🖲️,0x1f5b2 0xfe0f,1000,100,400,500,TRACKBALL,Objects,Neutral
💽,0x1f4bd,1000,100,400,500,COMPUTER DISK,Objects,Neutral
💾,0x1f4be,1000,100,400,500,FLOPPY DISK,Objects,Neutral
💿,0x1f4bf,1000,100,400,500,OPTICAL DISK,Objects,Neutral
📀,0x1f4c0,1000,100,400,500,DVD,Objects,Neutral
🧮,0x1f9ee,1000,100,400,500,ABACUS,Objects,Neutral
🎥,0x1f3a5,1000,100,400,500,MOVIE CAMERA,Objects,Neutral
🎞️,0x1f39e 0xfe0f,1000,100,400,500,FILM FRAMES,Objects,Neutral
📽️,0x1f4fd 0xfe0f,1000,100,400,500,FILM PROJECTOR,Objects,Neutral
🎬,0x1f3ac,1000,20,80,900,CLAPPER BOARD,Objects,Gratitude
📺,0x1f4fa,1000,100,400,500,TELEVISION,Objects,Neutral
📷,0x1f4f7,1000,100,400,500,CAMERA,Objects,Neutral
📸,0x1f4f8,1000,100,400,500,CAMERA WITH FLASH,Objects,Neutral
📹,0x1f4f9,1000,100,400,500,VIDEO CAMERA,Objects,Neutral
📼,0x1f4fc,1000,100,400,500,VIDEOCASSETTE,Objects,Neutral
🔍,0x1f50d,1000,100,400,500,MAGNIFYING GLASS TILTED LEFT,Objects,Neutral
🔎,0x1f50e,1000,100,400,500,MAGNIFYING GLASS TILTED RIGHT,Objects,Neutral
🕯️,0x1f56f 0xfe0f,1000,100,400,500,CANDLE,Objects,Neutral
💡,0x1f4a1,1000,100,400,500,LIGHT BULB,Objects,Neutral
🔦,0x1f526,1000,100,400,500,FLASHLIGHT,Objects,Neutral
🏮,0x1f3ee,1000,100,400,500,RED PAPER LANTERN,Objects,Neutral
🪔,0x1fa94,1000,100,400,500,DIYA LAMP,Objects,Neutral
📔,0x1f4d4,1000,20,80,900,NOTEBOOK WITH DECORATIVE COVER,Objects,Approval
📕,0x1f4d5,1000,20,80,900,CLOSED BOOK,Objects,Approval
📖,0x1f4d6,1000,20,80,900,OPEN BOOK,Objects,Approval
📗,0x1f4d7,1000,20,80,900,GREEN BOOK,Objects,Approval
📘,0x1f4d8,1000,20,80,900,BLUE BOOK,Objects,Approval
📙,0x1f4d9,1000,20,80,900,ORANGE BOOK,Objects,Approval
📚,0x1f4da,1000,20,80,900,BOOKS,Objects,Approval
📓,0x1f4d3,1000,20,80,900,NOTEBOOK,Objects,Approval
📒,0x1f4d2,1000,100,400,500,LEDGER,Objects,Neutral
📃,0x1f4c3,1000,100,400,500,PAGE WITH CURL,Objects,Neutral
📜,0x1f4dc,1000,100,400,500,SCROLL,Objects,Neutral
📄,0x1f4c4,1000,100,400,500,PAGE FACING UP,Objects,Neutral
📰,0x1f4f0,1000,100,400,500,NEWSPAPER,Objects,Neutral
🗞️,0x1f5de 0xfe0f,1000,100,400,500,ROLLED-UP NEWSPAPER,Objects,Neutral
📑,0x1f4d1,1000,20,80,900,BOOKMARK TABS,Objects,Approval
🔖,0x1f516,1000,20,80,900,BOOKMARK,Objects,Approval
🏷️,0x1f3f7 0xfe0f,1000,100,400,500,LABEL,Objects,Neutral
💰,0x1f4b0,1000,100,400,500,MONEY BAG,Objects,Neutral
🪙,0x1fa99,1000,100,400,500,COIN,Objects,Neutral
💴,0x1f4b4,1000,100,400,500,YEN BANKNOTE,Objects,Neutral
💵,0x1f4b5,1000,100,400,500,DOLLAR BANKNOTE,Objects,Neutral
💶,0x1f4b6,1000,100,400,500,EURO BANKNOTE,Objects,Neutral
💷,0x1f4b7,1000,100,400,500,POUND BANKNOTE,Objects,Neutral
💸,0x1f4b8,1000,100,400,500,MONEY WITH WINGS,Objects,Neutral
💳,0x1f4b3,1000,100,400,500,CREDIT CARD,Objects,Neutral
🧾,0x1f9fe,1000,100,400,500,RECEIPT,Objects,Neutral
💹,0x1f4b9,1000,100,400,500,CHART INCREASING WITH YEN,Objects,Neutral
✉️,0x2709 0xfe0f,1000,100,400,500,ENVELOPE,Objects,Neutral
📧,0x1f4e7,1000,100,400,500,E-MAIL,Objects,Neutral
📨,0x1f4e8,1000,100,400,500,INCOMING ENVELOPE,Objects,Neutral
📩,0x1f4e9,1000,100,400,500,ENVELOPE WITH ARROW,Objects,Neutral
📤,0x1f4e4,1000,100,400,500,OUTBOX TRAY,Objects,Neutral
📥,0x1f4e5,1000,100,400,500,INBOX TRAY,Objects,Neutral
📦,0x1f4e6,1000,100,400,500,PACKAGE,Objects,Neutral
📫,0x1f4eb,1000,100,400,500,CLOSED MAILBOX WITH RAISED FLAG,Objects,Neutral
📪,0x1f4ea,1000,100,400,500,CLOSED MAILBOX WITH LOWERED FLAG,Objects,Neutral
📬,0x1f4ec,1000,100,400,500,OPEN MAILBOX WITH RAISED FLAG,Objects,Neutral
📭,0x1f4ed,1000,100,400,500,OPEN MAILBOX WITH LOWERED FLAG,Objects,Neutral
📮,0x1f4ee,1000,100,400,500,POSTBOX,Objects,Neutral
🗳️,0x1f5f3 0xfe0f,1000,100,400,500,BALLOT BOX WITH BALLOT,Objects,Neutral
✏️,0x270f 0xfe0f,1000,100,400,500,PENCIL,Objects,Neutral
✒️,0x2712 0xfe0f,1000,100,400,500,BLACK NIB,Objects,Neutral
🖋️,0x1f58b 0xfe0f,1000,100,400,500,FOUNTAIN PEN,Objects,Neutral
🖊️,0x1f58a 0xfe0f,1000,100,400,500,PEN,Objects,Neutral
🖌️,0x1f58c 0xfe0f,1000,100,400,500,PAINTBRUSH,Objects,Neutral
🖍️,0x1f58d 0xfe0f,1000,100,400,500,CRAYON,Objects,Neutral
📝,0x1f4dd,1000,100,400,500,MEMO,Objects,Neutral
💼,0x1f4bc,1000,100,400,500,BRIEFCASE,Objects,Neutral
📁,0x1f4c1,1000,100,400,500,FILE FOLDER,Objects,Neutral
📂,0x1f4c2,1000,100,400,500,OPEN FILE FOLDER,Objects,Neutral
🗂️,0x1f5c2 0xfe0f,1000,100,400,500,CARD INDEX DIVIDERS,Objects,Neutral
📅,0x1f4c5,1000,100,400,500,CALENDAR,Objects,Neutral
📆,0x1f4c6,1000,700,200,100,TEAR-OFF CALENDAR,Objects,Sadness
🗒️,0x1f5d2 0xfe0f,1000,100,400,500,SPIRAL NOTEPAD,Objects,Neutral
🗓️,0x1f5d3 0xfe0f,1000,100,400,500,SPIRAL CALENDAR,Objects,Neutral
📇,0x1f4c7,1000,100,400,500,CARD INDEX,Objects,Neutral
📈,0x1f4c8,1000,100,400,500,CHART INCREASING,Objects,Neutral
📉,0x1f4c9,1000,100,400,500,CHART DECREASING,Objects,Neutral
📊,0x1f4ca,1000,100,400,500,BAR CHART,Objects,Neutral
📋,0x1f4cb,1000,100,400,500,CLIPBOARD,Objects,Neutral
📌,0x1f4cc,1000,100,400,500,PUSHPIN,Objects,Neutral
📍,0x1f4cd,1000,100,400,500,ROUND PUSHPIN,Objects,Neutral
📎,0x1f4ce,1000,100,400,500,PAPERCLIP,Objects,Neutral
🖇️,0x1f587 0xfe0f,1000,100,400,500,LINKED PAPERCLIPS,Objects,Neutral
📏,0x1f4cf,1000,100,400,500,STRAIGHT RULER,Objects,Neutral
📐,0x1f4d0,1000,100,400,500,TRIANGULAR RULER,Objects,Neutral
✂️,0x2702 0xfe0f,1000,100,400,500,SCISSORS,Objects,Neutral
🗃️,0x1f5c3 0xfe0f,1000,100,400,500,CARD FILE BOX,Objects,Neutral
🗄️,0x1f5c4 0xfe0f,1000,100,400,500,FILE CABINET,Objects,Neutral
🗑️,0x1f5d1 0xfe0f,1000,100,400,500,WASTEBASKET,Objects,Neutral
🔒,0x1f512,1000,100,400,500,LOCKED,Objects,Neutral
🔓,0x1f513,1000,100,400,500,UNLOCKED,Objects,Neutral
🔏,0x1f50f,1000,100,400,500,LOCKED WITH PEN,Objects,Neutral
🔐,0x1f510,1000,100,400,500,LOCKED WITH KEY,Objects,Neutral
🔑,0x1f511,1000,100,400,500,KEY,Objects,Neutral
🗝️,0x1f5dd 0xfe0f,1000,100,400,500,OLD KEY,Objects,Neutral
🔨,0x1f528,1000,100,400,500,HAMMER,Objects,Neutral
🪓,0x1fa93,1000,100,400,500,AXE,Objects,Neutral
⛏️,0x26cf 0xfe0f,1000,100,400,500,PICK,Objects,Neutral
⚒️,0x2692 0xfe0f,1000,100,400,500,HAMMER AND PICK,Objects,Neutral
🛠️,0x1f6e0 0xfe0f,1000,100,400,500,HAMMER AND WRENCH,Objects,Neutral
🗡️,0x1f5e1 0xfe0f,1000,100,400,500,DAGGER,Objects,Neutral
⚔️,0x2694 0xfe0f,1000,100,400,500,CROSSED SWORDS,Objects,Neutral
💣,0x1f4a3,1000,100,400,500,BOMB,Objects,Neutral
🪃,0x1fa83,1000,100,400,500,BOOMERANG,Objects,Neutral
🏹,0x1f3f9,1000,100,400,500,BOW AND ARROW,Objects,Neutral
🛡️,0x1f6e1 0xfe0f,1000,100,400,500,SHIELD,Objects,Neutral
🪚,0x1fa9a,1000,100,400,500,CARPENTRY SAW,Objects,Neutral
🔧,0x1f527,1000,100,400,500,WRENCH,Objects,Neutral
🪛,0x1fa9b,1000,100,400,500,SCREWDRIVER,Objects,Neutral
🔩,0x1f529,1000,100,400,500,NUT AND BOLT,Objects,Neutral
⚙️,0x2699 0xfe0f,1000,100,400,500,GEAR,Objects,Neutral
🗜️,0x1f5dc 0xfe0f,1000,100,400,500,CLAMP,Objects,Neutral
⚖️,0x2696 0xfe0f,1000,100,400,500,BALANCE SCALE,Objects,Neutral
🦯,0x1f9af,1000,100,400,500,WHITE CANE,Objects,Neutral
🔗,0x1f517,1000,100,400,500,LINK,Objects,Neutral
⛓️,0x26d3 0xfe0f,1000,100,400,500,CHAINS,Objects,Neutral
🪝,0x1fa9d,1000,20,80,900,HOOK,Objects,Approval
🧰,0x1f9f0,1000,100,400,500,TOOLBOX,Objects,Neutral
🧲,0x1f9f2,1000,100,400,500,MAGNET,Objects,Neutral
🪜,0x1fa9c,1000,100,400,500,LADDER,Objects,Neutral
⚗️,0x2697 0xfe0f,1000,100,400,500,ALEMBIC,Objects,Neutral
🧪,0x1f9ea,1000,100,400,500,TEST TUBE,Objects,Neutral
🧫,0x1f9eb,1000,100,400,500,PETRI DISH,Objects,Neutral
🧬,0x1f9ec,1000,100,400,500,DNA,Objects,Neutral
🔬,0x1f52c,1000,100,400,500,MICROSCOPE,Objects,Neutral
🔭,0x1f52d,1000,100,400,500,TELESCOPE,Objects,Neutral
📡,0x1f4e1,1000,100,400,500,SATELLITE ANTENNA,Objects,Neutral
💉,0x1f489,1000,100,400,500,SYRINGE,Objects,Neutral
🩸,0x1fa78,1000,100,400,500,DROP OF BLOOD,Objects,Neutral
💊,0x1f48a,1000,100,400,500,PILL,Objects,Neutral
🩹,0x1fa79,1000,100,400,500,ADHESIVE BANDAGE,Objects,Neutral
🩼,0x1fa7c,1000,100,400,500,CRUTCH,Objects,Neutral
🩺,0x1fa7a,1000,100,400,500,STETHOSCOPE,Objects,Neutral
🩻,0x1fa7b,1000,100,400,500,X-RAY,Objects,Neutral
🚪,0x1f6aa,1000,100,400,500,DOOR,Objects,Neutral
🛗,0x1f6d7,1000,100,400,500,ELEVATOR,Objects,Neutral
🪞,0x1fa9e,1000,100,400,500,MIRROR,Objects,Neutral
🪟,0x1fa9f,1000,100,400,500,WINDOW,Objects,Neutral
🛏️,0x1f6cf 0xfe0f,1000,100,400,500,BED,Objects,Neutral
🛋️,0x1f6cb 0xfe0f,1000,100,400,500,COUCH AND LAMP,Objects,Neutral
🪑,0x1fa91,1000,100,400,500,CHAIR,Objects,Neutral
🚽,0x1f6bd,1000,100,400,500,TOILET,Objects,Neutral
🪠,0x1faa0,1000,100,400,500,PLUNGER,Objects,Neutral
🚿,0x1f6bf,1000,100,400,500,SHOWER,Objects,Neutral
🛁,0x1f6c1,1000,100,400,500,BATHTUB,Objects,Neutral
🪤,0x1faa4,1000,100,400,500,MOUSE TRAP,Objects,Neutral
🪒,0x1fa92,1000,100,400,500,RAZOR,Objects,Neutral
🧴,0x1f9f4,1000,100,400,500,LOTION BOTTLE,Objects,Neutral
🧷,0x1f9f7,1000,100,400,500,SAFETY PIN,Objects,Neutral
🧹,0x1f9f9,1000,100,400,500,BROOM,Objects,Neutral
🧺,0x1f9fa,1000,100,400,500,BASKET,Objects,Neutral
🧻,0x1f9fb,1000,100,400,500,ROLL OF PAPER,Objects,Neutral
🪣,0x1faa3,1000,100,400,500,BUCKET,Objects,Neutral
🧼,0x1f9fc,1000,100,400,500,SOAP,Objects,Neutral
🫧,0x1fae7,1000,100,400,500,BUBBLES,Objects,Neutral
🪥,0x1faa5,1000,100,400,500,TOOTHBRUSH,Objects,Neutral
🧽,0x1f9fd,1000,100,400,500,SPONGE,Objects,Neutral
🧯,0x1f9ef,1000,30,50,920,FIRE EXTINGUISHER,Objects,Excitement
🛒,0x1f6d2,1000,100,400,500,SHOPPING CART,Objects,Neutral
🚬,0x1f6ac,1000,100,400,500,CIGARETTE,Objects,Neutral
⚰️,0x26b0 0xfe0f,1000,100,400,500,COFFIN,Objects,Neutral
🪦,0x1faa6,1000,100,400,500,HEADSTONE,Objects,Neutral
⚱️,0x26b1 0xfe0f,1000,100,400,500,FUNERAL URN,Objects,Neutral
🧿,0x1f9ff,1000,100,400,500,NAZAR AMULET,Objects,Neutral
🪬,0x1faac,1000,100,400,500,HAMSA,Objects,Neutral
🗿,0x1f5ff,1000,100,400,500,MOAI,Objects,Neutral
🪧,0x1faa7,1000,100,400,500,PLACARD,Objects,Neutral
🪪,0x1faaa,1000,100,400,500,IDENTIFICATION CARD,Objects,Neutral
🏧,0x1f3e7,1000,50,150,800,ATM SIGN,Symbols,Optimism
🚮,0x1f6ae,1000,50,150,800,LITTER IN BIN SIGN,Symbols,Optimism
🚰,0x1f6b0,1000,50,150,800,POTABLE WATER,Symbols,Optimism
♿,0x267f,1000,50,150,800,WHEELCHAIR SYMBOL,Symbols,Optimism
🚹,0x1f6b9,1000,50,150,800,MEN’S ROOM,Symbols,Optimism
🚺,0x1f6ba,1000,50,150,800,WOMEN’S ROOM,Symbols,Optimism
🚻,0x1f6bb,1000,50,150,800,RESTROOM,Symbols,Optimism
🚼,0x1f6bc,1000,50,150,800,BABY SYMBOL,Symbols,Optimism
🚾,0x1f6be,1000,50,150,800,WATER CLOSET,Symbols,Optimism
🛂,0x1f6c2,1000,50,150,800,PASSPORT CONTROL,Symbols,Optimism
🛃,0x1f6c3,1000,50,150,800,CUSTOMS,Symbols,Optimism
🛄,0x1f6c4,1000,50,150,800,BAGGAGE CLAIM,Symbols,Optimism
🛅,0x1f6c5,1000,50,150,800,LEFT LUGGAGE,Symbols,Optimism
⚠️,0x26a0 0xfe0f,1000,50,150,800,WARNING,Symbols,Optimism
🚸,0x1f6b8,1000,50,150,800,CHILDREN CROSSING,Symbols,Optimism
⛔,0x26d4,1000,50,150,800,NO ENTRY,Symbols,Optimism
🚫,0x1f6ab,1000,50,150,800,PROHIBITED,Symbols,Optimism
🚳,0x1f6b3,1000,50,150,800,NO BICYCLES,Symbols,Optimism
🚭,0x1f6ad,1000,20,80,900,NO SMOKING,Symbols,Approval
🚯,0x1f6af,1000,50,150,800,NO LITTERING,Symbols,Optimism
🚱,0x1f6b1,1000,50,150,800,NON-POTABLE WATER,Symbols,Optimism
🚷,0x1f6b7,1000,50,150,800,NO PEDESTRIANS,Symbols,Optimism
📵,0x1f4f5,1000,50,150,800,NO MOBILE PHONES,Symbols,Optimism
🔞,0x1f51e,1000,50,150,800,NO ONE UNDER EIGHTEEN,Symbols,Optimism
☢️,0x2622 0xfe0f,1000,50,150,800,RADIOACTIVE,Symbols,Optimism
☣️,0x2623 0xfe0f,1000,50,150,800,BIOHAZARD,Symbols,Optimism
⬆️,0x2b06 0xfe0f,1000,50,150,800,UP ARROW,Symbols,Optimism
↗️,0x2197 0xfe0f,1000,50,150,800,UP-RIGHT ARROW,Symbols,Optimism
➡️,0x27a1 0xfe0f,1000,50,150,800,RIGHT ARROW,Symbols,Optimism
↘️,0x2198 0xfe0f,1000,50,150,800,DOWN-RIGHT ARROW,Symbols,Optimism
⬇️,0x2b07 0xfe0f,1000,50,150,800,DOWN ARROW,Symbols,Optimism
↙️,0x2199 0xfe0f,1000,50,150,800,DOWN-LEFT ARROW,Symbols,Optimism
⬅️,0x2b05 0xfe0f,1000,50,150,800,LEFT ARROW,Symbols,Optimism
↖️,0x2196 0xfe0f,1000,50,150,800,UP-LEFT ARROW,Symbols,Optimism
↕️,0x2195 0xfe0f,1000,50,150,800,UP-DOWN ARROW,Symbols,Optimism
↔️,0x2194 0xfe0f,1000,50,150,800,LEFT-RIGHT ARROW,Symbols,Optimism
↩️,0x21a9 0xfe0f,1000,50,150,800,RIGHT ARROW CURVING LEFT,Symbols,Optimism
↪️,0x21aa 0xfe0f,1000,50,150,800,LEFT ARROW CURVING RIGHT,Symbols,Optimism
⤴️,0x2934 0xfe0f,1000,50,150,800,RIGHT ARROW CURVING UP,Symbols,Optimism
⤵️,0x2935 0xfe0f,1000,50,150,800,RIGHT ARROW CURVING DOWN,Symbols,Optimism
🔃,0x1f503,1000,50,150,800,CLOCKWISE VERTICAL ARROWS,Symbols,Optimism
